file,style,tempo_bpm
Albums-Secret_Garden-02.wav,Waltz,94.0
Albums-Secret_Garden-06.wav,Waltz,86.0
Media-105503.wav,Waltz,87.0
Media-105701.wav,Waltz,87.0
Albums-Chrisanne3-03.wav,Waltz,84.0
Media-105304.wav,Waltz,84.0
Media-105106.wav,Waltz,87.0
Albums-Chrisanne3-02.wav,Waltz,84.0
Media-105502.wav,Waltz,87.0
Media-104805.wav,Waltz,87.0
Albums-Secret_Garden-05.wav,Waltz,72.0
Media-105702.wav,Waltz,87.0
Media-105104.wav,Waltz,87.0
Media-105105.wav,Waltz,84.0
Albums-Chrisanne3-01.wav,Waltz,84.0
Media-105703.wav,Waltz,87.0
Media-105501.wav,Waltz,87.0
Media-104804.wav,Waltz,87.0
Media-104809.wav,VienneseWaltz,180.0
Albums-Step_By_Step-10.wav,VienneseWaltz,180.0
Albums-Step_By_Step-11.wav,VienneseWaltz,180.0
Albums-Chrisanne1-08.wav,VienneseWaltz,180.0
Media-104607.wav,VienneseWaltz,180.0
Media-104407.wav,VienneseWaltz,180.0
Media-105309.wav,VienneseWaltz,177.0
Media-105308.wav,VienneseWaltz,177.0
Media-104406.wav,VienneseWaltz,180.0
Media-105907.wav,VienneseWaltz,177.0
Media-105708.wav,VienneseWaltz,177.0
Media-104210.wav,VienneseWaltz,177.0
Media-105318.wav,VienneseWaltz,177.0
Media-104211.wav,VienneseWaltz,180.0
Media-105709.wav,VienneseWaltz,177.0
Media-105509.wav,VienneseWaltz,177.0
Albums-Chrisanne3-09.wav,VienneseWaltz,180.0
Media-104212.wav,VienneseWaltz,180.0
Albums-Chrisanne3-08.wav,VienneseWaltz,180.0
Albums-Chrisanne2-07.wav,VienneseWaltz,174.0
Media-103308.wav,VienneseWaltz,180.0
Media-104507.wav,VienneseWaltz,180.0
Media-104711.wav,VienneseWaltz,177.0
Albums-Ballroom_Magic-09.wav,VienneseWaltz,177.0
Media-104909.wav,VienneseWaltz,180.0
Media-104712.wav,VienneseWaltz,180.0
Media-104908.wav,VienneseWaltz,180.0
Media-104307.wav,VienneseWaltz,180.0
Media-105810.wav,VienneseWaltz,174.0
Media-105811.wav,VienneseWaltz,177.0
Media-100610.wav,VienneseWaltz,177.0
Media-105812.wav,VienneseWaltz,174.0
Media-103315.wav,VienneseWaltz,180.0
Media-104308.wav,VienneseWaltz,180.0
Media-100608.wav,VienneseWaltz,180.0
Albums-Ballroom_Classics4-12.wav,VienneseWaltz,174.0
Albums-Ballroom_Classics4-13.wav,VienneseWaltz,174.0
Media-104309.wav,VienneseWaltz,180.0
Media-100609.wav,VienneseWaltz,174.0
Albums-Ballroom_Classics4-11.wav,VienneseWaltz,174.0
Media-105809.wav,VienneseWaltz,177.0
Albums-Ballroom_Magic-11.wav,VienneseWaltz,180.0
Media-105010.wav,VienneseWaltz,180.0
Media-103307.wav,VienneseWaltz,180.0
Albums-Ballroom_Classics4-14.wav,VienneseWaltz,174.0
Media-104508.wav,VienneseWaltz,180.0
Media-105011.wav,VienneseWaltz,180.0
Albums-Ballroom_Magic-10.wav,VienneseWaltz,180.0
Media-105511.wav,VienneseWaltz,177.0
Media-105510.wav,VienneseWaltz,174.0
Media-105710.wav,VienneseWaltz,177.0
Media-104209.wav,VienneseWaltz,180.0
Albums-Chrisanne3-07.wav,VienneseWaltz,174.0
Media-104609.wav,VienneseWaltz,180.0
Media-105112.wav,VienneseWaltz,177.0
Albums-Chrisanne1-07.wav,VienneseWaltz,180.0
Media-104608.wav,VienneseWaltz,180.0
Media-104811.wav,VienneseWaltz,180.0
Media-104408.wav,VienneseWaltz,180.0
Media-105110.wav,VienneseWaltz,174.0
Media-105307.wav,VienneseWaltz,177.0
Media-105111.wav,VienneseWaltz,177.0
Albums-Step_By_Step-09.wav,VienneseWaltz,180.0
Media-104409.wav,VienneseWaltz,180.0
Media-104810.wav,VienneseWaltz,180.0
Media-106005.wav,ChaChaCha,124.0
Media-103801.wav,ChaChaCha,124.0
Media-103803.wav,ChaChaCha,124.0
Media-106006.wav,ChaChaCha,124.0
Albums-Cafe_Paradiso-08.wav,ChaChaCha,124.0
Albums-Latin_Jam4-01.wav,ChaChaCha,128.0
Media-106007.wav,ChaChaCha,124.0
Media-103816.wav,ChaChaCha,108.0
Media-103802.wav,ChaChaCha,124.0
Albums-Latin_Jam4-11.wav,ChaChaCha,128.0
Albums-Pais_Tropical-05.wav,ChaChaCha,124.0
Media-104012.wav,ChaChaCha,124.0
Media-103408.wav,ChaChaCha,124.0
Albums-Latin_Jam4-06.wav,ChaChaCha,128.0
Albums-Pais_Tropical-06.wav,ChaChaCha,124.0
Media-104011.wav,ChaChaCha,128.0
Media-104010.wav,ChaChaCha,124.0
Albums-Pais_Tropical-07.wav,ChaChaCha,124.0
Media-103409.wav,ChaChaCha,124.0
Media-103804.wav,ChaChaCha,116.0
Albums-I_Like_It2-02.wav,ChaChaCha,123.0
Albums-I_Like_It2-01.wav,ChaChaCha,136.0
Albums-Fire-14.wav,ChaChaCha,124.0
Media-106105.wav,ChaChaCha,124.0
Media-106104.wav,ChaChaCha,124.0
Albums-Fire-01.wav,ChaChaCha,124.0
Albums-Latino_Latino-01.wav,ChaChaCha,128.0
Media-104111.wav,ChaChaCha,124.0
Media-103508.wav,ChaChaCha,124.0
Albums-Latin_Jam2-13.wav,ChaChaCha,128.0
Media-106101.wav,ChaChaCha,124.0
Albums-Latin_Jam2-06.wav,ChaChaCha,128.0
Media-103910.wav,ChaChaCha,100.0
Media-103509.wav,ChaChaCha,124.0
Albums-Latino_Latino-04.wav,ChaChaCha,120.0
Media-104110.wav,ChaChaCha,124.0
Media-104106.wav,ChaChaCha,124.0
Albums-Latino_Latino-06.wav,ChaChaCha,109.0
Media-103906.wav,ChaChaCha,124.0
Media-106103.wav,ChaChaCha,124.0
Media-106117.wav,ChaChaCha,92.0
Albums-Latin_Jam2-04.wav,ChaChaCha,128.0
Albums-Latin_Jam2-05.wav,ChaChaCha,128.0
Media-106102.wav,ChaChaCha,124.0
Media-103907.wav,ChaChaCha,124.0
Media-104107.wav,ChaChaCha,124.0
Media-103507.wav,ChaChaCha,124.0
Media-105604.wav,ChaChaCha,124.0
Media-105406.wav,ChaChaCha,124.0
Media-105407.wav,ChaChaCha,124.0
Media-103704.wav,ChaChaCha,120.0
Media-105605.wav,ChaChaCha,124.0
Media-104109.wav,ChaChaCha,124.0
Albums-Latin_Jam-01.wav,ChaChaCha,128.0
Media-103510.wav,ChaChaCha,124.0
Albums-Macumba-04.wav,ChaChaCha,124.0
Media-103909.wav,ChaChaCha,124.0
Media-105405.wav,ChaChaCha,124.0
Albums-Latin_Jam5-02.wav,ChaChaCha,124.0
Media-103908.wav,ChaChaCha,124.0
Albums-Fire-08.wav,ChaChaCha,124.0
Media-104108.wav,ChaChaCha,124.0
Albums-Latin_Jam-04.wav,ChaChaCha,128.0
Media-105602.wav,ChaChaCha,124.0
Albums-Macumba-01.wav,ChaChaCha,124.0
Media-103703.wav,ChaChaCha,124.0
Albums-Latin_Jam5-07.wav,ChaChaCha,124.0
Media-103702.wav,ChaChaCha,124.0
Media-103716.wav,ChaChaCha,112.0
Media-105603.wav,ChaChaCha,124.0
Albums-Latin_Jam-13.wav,ChaChaCha,128.0
Albums-Latin_Jam-07.wav,ChaChaCha,124.0
Albums-Macumba-02.wav,ChaChaCha,124.0
Media-105601.wav,ChaChaCha,124.0
Media-105417.wav,ChaChaCha,116.0
Albums-Latin_Jam5-11.wav,ChaChaCha,124.0
Media-103701.wav,ChaChaCha,124.0
Albums-Macumba-03.wav,ChaChaCha,124.0
Albums-Mambo_Kings-11.wav,ChaChaCha,118.0
Media-103410.wav,ChaChaCha,124.0
Albums-Latin_Jam3-03.wav,ChaChaCha,128.0
Media-103404.wav,ChaChaCha,124.0
Media-104009.wav,ChaChaCha,116.0
Media-103405.wav,ChaChaCha,124.0
Media-103411.wav,ChaChaCha,124.0
Albums-Latin_Jam3-02.wav,ChaChaCha,128.0
Albums-Mambo_Kings-10.wav,ChaChaCha,106.0
Albums-Mambo_Kings-12.wav,ChaChaCha,117.0
Media-103407.wav,ChaChaCha,124.0
Media-103413.wav,ChaChaCha,124.0
Albums-Pais_Tropical-08.wav,ChaChaCha,124.0
Albums-Latin_Jam3-01.wav,ChaChaCha,128.0
Media-103412.wav,ChaChaCha,124.0
Media-103406.wav,ChaChaCha,124.0
Media-103604.wav,ChaChaCha,124.0
Albums-Mambo_Kings-03.wav,ChaChaCha,117.0
Media-103402.wav,ChaChaCha,124.0
Media-103416.wav,ChaChaCha,124.0
Albums-Cafe_Paradiso-05.wav,ChaChaCha,124.0
Media-103417.wav,ChaChaCha,124.0
Media-103403.wav,ChaChaCha,124.0
Media-103601.wav,ChaChaCha,116.0
Media-103617.wav,ChaChaCha,108.0
Media-103603.wav,ChaChaCha,124.0
Media-103415.wav,ChaChaCha,124.0
Media-103401.wav,ChaChaCha,124.0
Albums-Cafe_Paradiso-07.wav,ChaChaCha,124.0
Albums-Cafe_Paradiso-06.wav,ChaChaCha,124.0
Media-103414.wav,ChaChaCha,124.0
Media-103602.wav,ChaChaCha,124.0
Media-106008.wav,ChaChaCha,124.0
Albums-AnaBelen_Veneo-13.wav,Rumba-American,135.0
Albums-GloriaEstefan_MiTierra-04.wav,Rumba-American,122.0
Albums-Latino_Latino-05.wav,Rumba-American,115.0
Albums-Latino_Latino-10.wav,Rumba-American,115.0
Albums-GloriaEstefan_MiTierra-06.wav,Rumba-American,120.0
Albums-Latino_Latino-09.wav,Rumba-American,141.0
Albums-I_Like_It2-09.wav,Rumba-American,130.0
Media-103814.wav,Jive,172.0
Media-104015.wav,Jive,164.0
Albums-Pais_Tropical-16.wav,Jive,172.0
Albums-Pais_Tropical-14.wav,Jive,168.0
Media-104017.wav,Jive,172.0
Media-104016.wav,Jive,172.0
Albums-Pais_Tropical-15.wav,Jive,172.0
Media-103619.wav,Jive,136.0
Media-106017.wav,Jive,172.0
Albums-Latin_Jam4-05.wav,Jive,176.0
Albums-Latin_Jam4-10.wav,Jive,176.0
Media-106016.wav,Jive,172.0
Media-103813.wav,Jive,172.0
Albums-Commitments-10.wav,Jive,164.0
Albums-Pais_Tropical-13.wav,Jive,168.0
Media-106015.wav,Jive,168.0
Media-104117.wav,Jive,172.0
Media-103917.wav,Jive,124.0
Media-103718.wav,Jive,124.0
Albums-Latin_Jam5-09.wav,Jive,176.0
Media-103719.wav,Jive,136.0
Media-104116.wav,Jive,136.0
Media-106114.wav,Jive,168.0
Albums-Latin_Jam2-12.wav,Jive,176.0
Media-106115.wav,Jive,172.0
Media-105420.wav,Jive,124.0
Albums-Fire-12.wav,Jive,180.0
Media-106116.wav,Jive,172.0
Albums-Latin_Jam2-11.wav,Jive,176.0
Albums-Fire-07.wav,Jive,176.0
Media-105413.wav,Jive,160.0
Media-103713.wav,Jive,176.0
Media-103920.wav,Jive,168.0
Media-104118.wav,Jive,172.0
Media-103515.wav,Jive,160.0
Albums-Macumba-15.wav,Jive,176.0
Media-103918.wav,Jive,144.0
Media-105414.wav,Jive,172.0
Media-105415.wav,Jive,172.0
Media-103919.wav,Jive,160.0
Albums-Macumba-14.wav,Jive,172.0
Albums-Latin_Jam-11.wav,Jive,176.0
Media-104119.wav,Jive,172.0
Albums-Macumba-16.wav,Jive,168.0
Media-103516.wav,Jive,168.0
Albums-Latin_Jam5-04.wav,Jive,176.0
Media-103714.wav,Jive,176.0
Media-103517.wav,Jive,176.0
Albums-Latin_Jam-12.wav,Jive,176.0
Media-103612.wav,Jive,176.0
Albums-Cafe_Paradiso-16.wav,Jive,172.0
Albums-Commitments-08.wav,Jive,164.0
Media-103613.wav,Jive,176.0
Media-103611.wav,Jive,172.0
Albums-Cafe_Paradiso-15.wav,Jive,172.0
Albums-Cafe_Paradiso-14.wav,Jive,172.0
Media-103614.wav,Jive,172.0
Albums-Latin_Jam3-11.wav,Jive,176.0
Albums-Latin_Jam3-12.wav,Jive,176.0
Media-103819.wav,Jive,132.0
Media-104606.wav,Tango,128.0
Media-104404.wav,Tango,128.0
Media-105108.wav,Tango,128.0
Media-105109.wav,Tango,128.0
Albums-Step_By_Step-05.wav,Tango,128.0
Media-104405.wav,Tango,128.0
Media-104808.wav,Tango,132.0
Media-104605.wav,Tango,128.0
Albums-Step_By_Step-07.wav,Tango,128.0
Albums-Step_By_Step-06.wav,Tango,128.0
Media-105903.wav,Tango,132.0
Media-105906.wav,Tango,128.0
Media-105904.wav,Tango,132.0
Media-104207.wav,Tango,128.0
Media-104206.wav,Tango,128.0
Media-105905.wav,Tango,128.0
Media-105508.wav,Tango,128.0
Albums-StrictlyDancing_Tango-09.wav,Tango,120.0
Albums-StrictlyDancing_Tango-08.wav,Tango,120.0
Media-104710.wav,Tango,132.0
Media-104506.wav,Tango,128.0
Albums-Chrisanne2-06.wav,Tango,128.0
Albums-Chrisanne2-04.wav,Tango,132.0
Media-105008.wav,Tango,128.0
Media-104706.wav,Tango,128.0
Media-104707.wav,Tango,128.0
Media-104505.wav,Tango,128.0
Media-105009.wav,Tango,124.0
Albums-Ballroom_Magic-08.wav,Tango,128.0
Albums-Chrisanne2-05.wav,Tango,128.0
Media-100607.wav,Tango,128.0
Albums-Ballroom_Classics4-09.wav,Tango,128.0
Albums-Ballroom_Classics4-08.wav,Tango,128.0
Media-100606.wav,Tango,128.0
Media-104306.wav,Tango,128.0
Media-104304.wav,Tango,120.0
Media-105807.wav,Tango,128.0
Media-105806.wav,Tango,128.0
Media-104305.wav,Tango,128.0
Media-100605.wav,Tango,128.0
Albums-Ballroom_Classics4-06.wav,Tango,128.0
Albums-StrictlyDancing_Tango-14.wav,Tango,128.0
Albums-StrictlyDancing_Tango-01.wav,Tango,112.0
Albums-StrictlyDancing_Tango-15.wav,Tango,132.0
Albums-Ballroom_Classics4-07.wav,Tango,128.0
Media-105808.wav,Tango,128.0
Albums-StrictlyDancing_Tango-03.wav,Tango,116.0
Albums-StrictlyDancing_Tango-02.wav,Tango,116.0
Albums-Ballroom_Classics4-10.wav,Tango,128.0
Albums-StrictlyDancing_Tango-06.wav,Tango,120.0
Albums-StrictlyDancing_Tango-12.wav,Tango,124.0
Albums-StrictlyDancing_Tango-13.wav,Tango,128.0
Albums-StrictlyDancing_Tango-07.wav,Tango,120.0
Media-103306.wav,Tango,128.0
Albums-Ballroom_Magic-06.wav,Tango,128.0
Media-103304.wav,Tango,132.0
Media-104906.wav,Tango,128.0
Media-104709.wav,Tango,128.0
Albums-StrictlyDancing_Tango-11.wav,Tango,124.0
Albums-StrictlyDancing_Tango-05.wav,Tango,116.0
Albums-StrictlyDancing_Tango-04.wav,Tango,116.0
Albums-StrictlyDancing_Tango-10.wav,Tango,120.0
Media-104708.wav,Tango,128.0
Media-104907.wav,Tango,128.0
Media-103305.wav,Tango,128.0
Albums-Ballroom_Magic-07.wav,Tango,128.0
Media-105505.wav,Tango,128.0
Media-105707.wav,Tango,128.0
Albums-Chrisanne3-05.wav,Tango,128.0
Media-105317.wav,Tango,128.0
Albums-Chrisanne3-04.wav,Tango,132.0
Media-105706.wav,Tango,128.0
Media-105506.wav,Tango,128.0
Albums-Chrisanne3-06.wav,Tango,128.0
Media-104208.wav,Tango,128.0
Media-105705.wav,Tango,128.0
Media-105507.wav,Tango,128.0
Media-104806.wav,Tango,132.0
Albums-Chrisanne1-06.wav,Tango,128.0
Media-105107.wav,Tango,128.0
Media-105305.wav,Tango,128.0
Media-104807.wav,Tango,132.0
Albums-Chrisanne1-05.wav,Tango,132.0
Albums-Step_By_Step-08.wav,Tango,128.0
Media-105306.wav,Tango,128.0
Albums-Chrisanne1-04.wav,Tango,128.0
Albums-Pais_Tropical-03.wav,Samba,100.0
Media-104001.wav,Samba,102.0
Albums-Pais_Tropical-02.wav,Samba,100.0
Albums-AnaBelen_Veneo-02.wav,Samba,224.0
Albums-Latin_Jam4-02.wav,Samba,104.0
Media-106004.wav,Samba,102.0
Media-103815.wav,Samba,96.0
Media-103618.wav,Samba,88.0
Media-104003.wav,Samba,100.0
Media-104002.wav,Samba,102.0
Albums-Pais_Tropical-01.wav,Samba,100.0
Media-103806.wav,Samba,102.0
Media-106003.wav,Samba,102.0
Albums-Pais_Tropical-04.wav,Samba,100.0
Media-106002.wav,Samba,102.0
Media-103807.wav,Samba,102.0
Media-103805.wav,Samba,102.0
Albums-Latin_Jam4-12.wav,Samba,104.0
Media-104004.wav,Samba,98.0
Albums-Latin_Jam4-07.wav,Samba,104.0
Media-106001.wav,Samba,100.0
Media-104103.wav,Samba,102.0
Albums-Latino_Latino-03.wav,Samba,202.0
Media-103903.wav,Samba,102.0
Media-106106.wav,Samba,96.0
Albums-Latin_Jam2-01.wav,Samba,102.0
Media-106107.wav,Samba,100.0
Albums-Latin_Jam2-14.wav,Samba,104.0
Albums-Fire-02.wav,Samba,104.0
Media-103902.wav,Samba,100.0
Media-104102.wav,Samba,102.0
Albums-Latin_Jam2-02.wav,Samba,104.0
Albums-Latin_Jam2-03.wav,Samba,102.0
Albums-Fire-15.wav,Samba,104.0
Media-103901.wav,Samba,102.0
Albums-Latin_Jam-09.wav,Samba,104.0
Media-104101.wav,Samba,102.0
Media-104105.wav,Samba,102.0
Albums-Macumba-08.wav,Samba,100.0
Media-103905.wav,Samba,102.0
Media-103904.wav,Samba,100.0
Media-104104.wav,Samba,100.0
Media-105608.wav,Samba,100.0
Media-103708.wav,Samba,102.0
Media-105609.wav,Samba,100.0
Albums-Macumba-07.wav,Samba,100.0
Media-103705.wav,Samba,104.0
Albums-Latin_Jam5-01.wav,Samba,100.0
Albums-Macumba-06.wav,Samba,100.0
Media-103506.wav,Samba,92.0
Albums-Latin_Jam-03.wav,Samba,104.0
Albums-Latin_Jam-15.wav,Samba,104.0
Media-105607.wav,Samba,100.0
Media-103504.wav,Samba,100.0
Albums-Fire-09.wav,Samba,104.0
Media-106118.wav,Samba,74.0
Media-103706.wav,Samba,104.0
Media-103707.wav,Samba,102.0
Media-105404.wav,Samba,102.0
Media-103505.wav,Samba,100.0
Albums-Macumba-05.wav,Samba,100.0
Media-105606.wav,Samba,100.0
Media-103501.wav,Samba,100.0
Media-106109.wav,Samba,102.0
Albums-Latin_Jam5-06.wav,Samba,100.0
Media-105401.wav,Samba,100.0
Media-106108.wav,Samba,102.0
Media-103502.wav,Samba,100.0
Albums-Latin_Jam5-10.wav,Samba,100.0
Media-105403.wav,Samba,102.0
Media-103715.wav,Samba,68.0
Media-105402.wav,Samba,100.0
Media-105416.wav,Samba,88.0
Media-103503.wav,Samba,100.0
Albums-Latin_Jam-06.wav,Samba,104.0
Media-103606.wav,Samba,102.0
Albums-Cafe_Paradiso-02.wav,Samba,100.0
Albums-Cafe_Paradiso-03.wav,Samba,102.0
Media-103607.wav,Samba,104.0
Media-103808.wav,Samba,102.0
Media-103605.wav,Samba,100.0
Albums-Cafe_Paradiso-01.wav,Samba,102.0
Albums-Latin_Jam3-05.wav,Samba,100.0
Albums-Cafe_Paradiso-04.wav,Samba,100.0
Albums-Latin_Jam3-04.wav,Samba,100.0
Albums-Latin_Jam3-06.wav,Samba,100.0
Media-105518.wav,Quickstep,200.0
Media-104216.wav,Quickstep,200.0
Media-105120.wav,Quickstep,204.0
Media-105121.wav,Quickstep,200.0
Media-104217.wav,Quickstep,204.0
Media-105914.wav,Quickstep,200.0
Media-105320.wav,Quickstep,208.0
Media-105122.wav,Quickstep,208.0
Media-105913.wav,Quickstep,204.0
Media-104416.wav,Quickstep,208.0
Albums-Step_By_Step-16.wav,Quickstep,153.0
Albums-AnaBelen_Veneo-11.wav,Quickstep,214.0
Media-104417.wav,Quickstep,208.0
Albums-Step_By_Step-17.wav,Quickstep,153.0
Media-105912.wav,Quickstep,204.0
Media-104615.wav,Quickstep,204.0
Media-104617.wav,Quickstep,204.0
Albums-Step_By_Step-15.wav,Quickstep,153.0
Media-104415.wav,Quickstep,208.0
Media-105119.wav,Quickstep,204.0
Media-105911.wav,Quickstep,204.0
Media-104616.wav,Quickstep,204.0
Media-104315.wav,Quickstep,208.0
Media-100615.wav,Quickstep,204.0
Media-105816.wav,Quickstep,204.0
Media-105817.wav,Quickstep,204.0
Media-104314.wav,Quickstep,208.0
Media-100614.wav,Quickstep,204.0
Albums-Chrisanne2-12.wav,Quickstep,204.0
Media-100616.wav,Quickstep,204.0
Media-104316.wav,Quickstep,208.0
Media-105020.wav,Quickstep,204.0
Albums-Ballroom_Classics4-18.wav,Quickstep,200.0
Albums-Ballroom_Classics4-19.wav,Quickstep,204.0
Media-104317.wav,Quickstep,208.0
Albums-Chrisanne2-11.wav,Quickstep,200.0
Media-105019.wav,Quickstep,204.0
Media-104515.wav,Quickstep,208.0
Media-104918.wav,Quickstep,204.0
Media-104717.wav,Quickstep,208.0
Media-104716.wav,Quickstep,200.0
Media-104514.wav,Quickstep,208.0
Albums-Ballroom_Classics4-20.wav,Quickstep,204.0
Media-105018.wav,Quickstep,200.0
Media-104516.wav,Quickstep,208.0
Albums-Ballroom_Magic-17.wav,Quickstep,200.0
Media-105016.wav,Quickstep,200.0
Media-104917.wav,Quickstep,204.0
Media-104718.wav,Quickstep,208.0
Media-104916.wav,Quickstep,204.0
Media-105017.wav,Quickstep,204.0
Media-103314.wav,Quickstep,204.0
Albums-Ballroom_Magic-16.wav,Quickstep,204.0
Media-105820.wav,Quickstep,204.0
Media-104915.wav,Quickstep,204.0
Albums-Ballroom_Magic-15.wav,Quickstep,208.0
Media-103313.wav,Quickstep,204.0
Media-105819.wav,Quickstep,204.0
Media-105818.wav,Quickstep,204.0
Media-103312.wav,Quickstep,200.0
Media-105207.wav,Quickstep,219.0
Albums-Chrisanne1-14.wav,Quickstep,200.0
Albums-Step_By_Step-18.wav,Quickstep,153.0
Media-104418.wav,Quickstep,208.0
Media-104815.wav,Quickstep,204.0
Media-104618.wav,Quickstep,204.0
Media-105314.wav,Quickstep,200.0
Media-105315.wav,Quickstep,204.0
Albums-Chrisanne3-13.wav,Quickstep,204.0
Media-104816.wav,Quickstep,208.0
Media-105517.wav,Quickstep,200.0
Albums-Chrisanne1-12.wav,Quickstep,200.0
Media-105715.wav,Quickstep,204.0
Media-104219.wav,Quickstep,204.0
Media-104218.wav,Quickstep,204.0
Albums-Chrisanne1-13.wav,Quickstep,200.0
Media-105516.wav,Quickstep,200.0
Media-105716.wav,Quickstep,200.0
Albums-Chrisanne3-14.wav,Quickstep,200.0
Media-105313.wav,Quickstep,200.0
Albums-Chrisanne3-15.wav,Quickstep,204.0
Media-105717.wav,Quickstep,204.0
Media-103817.wav,Rumba-Misc,76.0
Media-103812.wav,Rumba-Misc,100.0
Media-103609.wav,Rumba-Misc,100.0
Media-104006.wav,Rumba-Misc,100.0
Media-104007.wav,Rumba-Misc,100.0
Media-103608.wav,Rumba-Misc,100.0
Media-103811.wav,Rumba-Misc,100.0
Media-104005.wav,Rumba-Misc,96.0
Media-103810.wav,Rumba-Misc,100.0
Media-105209.wav,Rumba-Misc,92.0
Media-104114.wav,Rumba-Misc,100.0
Media-103914.wav,Rumba-Misc,100.0
Media-105418.wav,Rumba-Misc,76.0
Media-105419.wav,Rumba-Misc,76.0
Media-104115.wav,Rumba-Misc,96.0
Media-103911.wav,Rumba-Misc,88.0
Media-105409.wav,Rumba-Misc,92.0
Media-105408.wav,Rumba-Misc,92.0
Media-104112.wav,Rumba-Misc,96.0
Media-103912.wav,Rumba-Misc,92.0
Media-103709.wav,Rumba-Misc,96.0
Media-103913.wav,Rumba-Misc,100.0
Media-104113.wav,Rumba-Misc,100.0
Media-103513.wav,Rumba-Misc,100.0
Media-105412.wav,Rumba-Misc,100.0
Media-103711.wav,Rumba-Misc,100.0
Media-103710.wav,Rumba-Misc,100.0
Media-103512.wav,Rumba-Misc,100.0
Media-103712.wav,Rumba-Misc,100.0
Media-105411.wav,Rumba-Misc,100.0
Media-105410.wav,Rumba-Misc,92.0
Media-103511.wav,Rumba-Misc,100.0
Media-103717.wav,Rumba-Misc,76.0
Media-103514.wav,Rumba-Misc,104.0
